rating,waktu,text_clean,text_preprocessed
5,2022-06-14 17:43:56,aplikasi mobile ini hanya baik buat masalah kelistrikan tapi utk layanan iconnet mohon waspada  teliti soal jaringan sdh masuk gak nya ke rumah jangan sampai anda sdh registrasi  bayar via aplikasi tetapi lama menunggu gak aktif  jika tanya pihak pln pastinya bukan urusan pln  pln hanya melayani soal kelistrikan  gak bertanggung jawab masalah layanan produk internet iconnet,"['aplikasi', 'mobile', 'listrik', 'utk', 'layan', 'iconnet', 'mohon', 'waspada', 'teliti', 'jaring', 'sdh', 'masuk', 'gak', 'nya', 'rumah', 'sdh', 'registrasi', 'bayar', 'via', 'aplikasi', 'tunggu', 'gak', 'aktif', 'pln', 'pasti', 'urus', 'pln', 'pln', 'layan', 'listrik', 'gak', 'tanggung', 'layan', 'produk', 'internet', 'iconnet']"
5,2022-06-14 17:02:43,kalau daftar pemasangan listrik baru lewat online prosesnya bisa hampir sebulan baru petugas datang kerumah itu pun harus pengaduan lewat tlp xlewat layanan email dan lewat wa berharihari kalau daftar langsung lewat bawah tanah sehari juga udah beres lucunya dunia ini kalau pake lewat bawah baru lancar kayak aspal,"['daftar', 'pasang', 'listrik', 'online', 'proses', 'bulan', 'tugas', 'rumah', 'adu', 'tlp', 'xlewat', 'layan', 'email', 'wa', 'berharihari', 'daftar', 'langsung', 'tanah', 'hari', 'udah', 'beres', 'lucu', 'dunia', 'pake', 'lancar', 'kayak', 'aspal']"
5,2022-06-14 16:53:05,alhamdulillah dengan aplikasi plnmobile menjadi lebih mudah dan praktis semoga ke depan lebih canggih lagi,"['alhamdulillah', 'aplikasi', 'plnmobile', 'mudah', 'praktis', 'moga', 'canggih']"
5,2022-06-14 15:13:33,masih mencoba berpikir realistis jika proses masih menunggu tp x  jam sangat tidak masuk akal pembayaran yg sudah di lakukan  hari lalu tp status masih menunggu pembayaran niat hati ingin cepat dan dapat pelayanan bagus tp malah di kecewakan dengan tidak ada solusi lain mengajukan di tanggal  juni dan di pasang  juni  semoga jaringannya tidak mengecewakan lg dan pelayanan nya cepat jika di butuhkan,"['coba', 'pikir', 'realistis', 'proses', 'tunggu', 'tp', 'x', 'jam', 'masuk', 'akal', 'bayar', 'yg', 'laku', 'tp', 'status', 'tunggu', 'bayar', 'niat', 'hati', 'cepat', 'layan', 'bagus', 'tp', 'kecewa', 'solusi', 'aju', 'tanggal', 'juni', 'pasang', 'juni', 'moga', 'jaring', 'kecewa', 'lg', 'layan', 'nya', 'cepat', 'butuh']"
4,2022-06-14 12:02:51,aplikasi macam apa ini sudah verifikasi upgrade akun foto ktp tp belum ada hasil katanya proses x jam uda sebulan verifikasi belum berhasil,"['aplikasi', 'verifikasi', 'upgrade', 'akun', 'foto', 'ktp', 'tp', 'hasil', 'proses', 'x', 'jam', 'uda', 'bulan', 'verifikasi', 'hasil']"
5,2022-06-14 11:35:08,app sudah mulai bagus penanganan pelayanan bagus langsung dikonfirmasi dan djelaskan kendala ok kedepannya bisa lebih baik terus,"['app', 'bagus', 'tangan', 'layan', 'bagus', 'langsung', 'konfirmasi', 'djelaskan', 'kendala', 'ok', 'depan']"
5,2022-06-14 10:20:41,ada masalah ngadu lewat aplikasi ditelpon petugas masalah clear udah mantap nih aplikasi terus tingkatkan dari segi ux nya,"['ngadu', 'aplikasi', 'telpon', 'tugas', 'clear', 'udah', 'mantap', 'nih', 'aplikasi', 'tingkat', 'segi', 'ux', 'nya']"
1,2022-06-14 08:38:54,saya sudah melakukan pendaftaran dan pembayaran untuk pemasangan internet iconnet namun sudah lebih dari  hari tidak ada kabar informasi untuk pemasangan nya sudah coba menghubungi ke nomor wa iconnet tapi yg jawab sepertinya komputer mohon dibantu,"['daftar', 'bayar', 'pasang', 'internet', 'iconnet', 'kabar', 'informasi', 'pasang', 'nya', 'coba', 'hubung', 'nomor', 'wa', 'iconnet', 'yg', 'komputer', 'mohon', 'bantu']"
5,2022-06-14 08:11:12,sangat membantu bisa untuk cek tagihan beli token proses pasang baru dan tambah daya pengajuan pengaduan juga ada notifikasi info pemadaman,"['bantu', 'cek', 'tagih', 'beli', 'token', 'proses', 'pasang', 'daya', 'aju', 'adu', 'notifikasi', 'info', 'madam']"
1,2022-06-14 08:00:18,sudah  hari kerja iconnet belum ada tindak lanjutnya bertanya via wa email blm ada jawaban pln dan iconnet satu aplikasi live chat kok malah di lempar lagi haduuuh,"['kerja', 'iconnet', 'tindak', 'via', 'wa', 'email', 'blm', 'pln', 'iconnet', 'aplikasi', 'live', 'chat', 'lempar', 'haduuuh']"
5,2022-06-13 20:44:25,serius  tahun listrik saya tuktrek pas pengaduan pakai aplikasi gak nyampe  hari petugas langsung datang dan sekarang sudah gak tuktrek lagi pelayanan bintang  luar biasa pertahankan pelayanannya biar biar rating aplikasinya juga bagus,"['serius', 'listrik', 'tuktrek', 'pas', 'adu', 'pakai', 'aplikasi', 'gak', 'nyampe', 'tugas', 'langsung', 'gak', 'tuktrek', 'layan', 'bintang', 'tahan', 'layan', 'biar', 'biar', 'rating', 'aplikasi', 'bagus']"
1,2022-06-13 19:12:23,lemot banget saya udah upgrade akun udah foto ktp juga masih belum keupgrade padahal udah  jam lebih katanya x jam kok ini lama banget customer service juga gitu nunggu respon dari human nya lama banget pas saya left chat baru dibales dan tau udah diakhiri oiya seringkali saya juga mengalami lag di dalam aplikasi sangat disayangkan banget sih,"['lot', 'banget', 'udah', 'upgrade', 'akun', 'udah', 'foto', 'ktp', 'keupgrade', 'udah', 'jam', 'x', 'jam', 'banget', 'customer', 'service', 'gitu', 'nunggu', 'respon', 'human', 'nya', 'banget', 'pas', 'left', 'chat', 'dibales', 'tau', 'udah', 'oiya', 'seringkali', 'alami', 'lag', 'aplikasi', 'sayang', 'banget', 'sih']"
5,2022-06-13 19:06:05,aplikasi ini sangat bermanfaat dan bravo buat tim pln dumai pelayanan kalian cepat langsung  menit hidup listrik nya di atasi dengan cepat,"['aplikasi', 'manfaat', 'bravo', 'tim', 'pln', 'dumai', 'layan', 'cepat', 'langsung', 'menit', 'hidup', 'listrik', 'nya', 'atas', 'cepat']"
5,2022-06-13 15:33:07,terimakasih saya mengalami kendala tidak bisa mengisi token listrik di kwh meter alhamdulillah dilayani dengan cepat dan masalah terselesaikan good job,"['terimakasih', 'alami', 'kendala', 'isi', 'token', 'listrik', 'kwh', 'meter', 'alhamdulillah', 'layan', 'cepat', 'selesai', 'good', 'job']"
3,2022-06-13 13:36:06,sangat membantu tapi sering lambat penaganan laporan dan pemasangan baru baik daya kecil atau besar,"['bantu', 'lambat', 'tagan', 'lapor', 'pasang', 'daya']"
1,2022-06-13 13:27:00,mau dapat potongan harga tambah daya saja harus beli kompor sama mitra pln tujuan tambah daya biar listrik di rumah cukup kalau harus beli komporlalu buat apa kompornya ga jelas ih pln ini kasih promo mau tambah daya juga harus pasang iconnet di lokasi aku saja nda ada jaringannya susahin pelanggan saja gak jelas pln ini,"['potong', 'harga', 'daya', 'beli', 'kompor', 'mitra', 'pln', 'tuju', 'daya', 'biar', 'listrik', 'rumah', 'beli', 'komporlalu', 'kompor', 'ga', 'ih', 'pln', 'kasih', 'promo', 'daya', 'pasang', 'iconnet', 'lokasi', 'nda', 'jaring', 'susahin', 'langgan', 'gak', 'pln']"
3,2022-06-13 13:24:20,semoga terus lebih baik saran agar penyampaian alasan gangguan di notif dijelaskan lebih rinci tidak saja padam  menyala selain itu agar dilengkapi dengan informasi sop pengelolaan pengaduan dengan kategori gangguan padam maupun keluhan,"['moga', 'saran', 'sampai', 'alas', 'ganggu', 'notif', 'rinci', 'padam', 'nyala', 'lengkap', 'informasi', 'sop', 'kelola', 'adu', 'kategori', 'ganggu', 'padam', 'keluh']"
1,2022-06-13 12:58:44,aplikasi tidak membantu mau turun daya tapi di app hanya ada penambahan daya padahal ngurus perubahan dayanya disuruh lewat app tapi appnya kaya gini,"['aplikasi', 'bantu', 'turun', 'daya', 'app', 'tambah', 'daya', 'ngurus', 'ubah', 'daya', 'suruh', 'app', 'appnya', 'kaya', 'gin']"
1,2022-06-13 12:25:14,admin kenapa belum ad perbaikan bulan ini bayar d app ini malah kadaluarsa untung d email masih ada notif tp itupun ad setelah  hari,"['admin', 'ad', 'baik', 'bayar', 'd', 'app', 'kadaluarsa', 'untung', 'd', 'email', 'notif', 'tp', 'itu', 'ad']"
5,2022-06-13 11:13:15,apknya sangat bagusssangat membantu dalam hal pangaduan dan lain lain adapun kesalahan pada saat pengaduan dllitu tergantung yang maha kuasa dan jaringan disetiap daerah masing masing terima kasih pln mobile semoga sehat selalu dan dihindari dari segala musibah dan bahaya pada saat melakukan pekerjaan gangguan dimanapun beradaaammiiin,"['apknya', 'bagusssangat', 'bantu', 'pangaduan', 'salah', 'adu', 'dllitu', 'gantung', 'maha', 'kuasa', 'jaring', 'tiap', 'daerah', 'terima', 'kasih', 'pln', 'mobile', 'moga', 'sehat', 'hindar', 'musibah', 'bahaya', 'kerja', 'ganggu', 'mana', 'beradaaammiiin']"
2,2022-06-13 09:37:27,belum memuaskan aplikasiuntuk melihat penggunaan token listrik beberapa bulan kebelakang tidak bisa yang muncul tahun kemarin,"['muas', 'aplikasiuntuk', 'guna', 'token', 'listrik', 'belakang', 'muncul', 'kemarin']"
5,2022-06-13 09:00:35,di aplikasi penyambungan perubahan daya sudah selesai padahal kenyataan belum selesai dan tidak ada petugas yang datang kerumah atau menghubungi ini yang error aplikasi nya atau apa,"['aplikasi', 'sambung', 'ubah', 'daya', 'selesai', 'nyata', 'selesai', 'tugas', 'rumah', 'hubung', 'error', 'aplikasi', 'nya']"
5,2022-06-12 23:59:25,mantap aplikasinya dan juga respon adminnya cepat ada masalah dan keluhan nggak butuh waktu lama langsung ditangani terima kasih pln,"['mantap', 'aplikasi', 'respon', 'adminnya', 'cepat', 'keluh', 'nggak', 'butuh', 'langsung', 'tangan', 'terima', 'kasih', 'pln']"
5,2022-06-12 20:17:20,ngirim pengaduan kadang gagal tulisan di aplikasi selalu  tidak terhubung ke server padahal sinyal bagus mungkin bsa diperbaiki masalah di server,"['ngirim', 'adu', 'kadang', 'gagal', 'tulis', 'aplikasi', 'hubung', 'server', 'sinyal', 'bagus', 'bsa', 'baik', 'server']"
5,2022-06-12 20:14:43,saya kasih bintang lima bentuk saya menghargai usaha pln dalam meningkatkan pelayanan tapi tolong aplikasi ini disempurnakan lagi sampai saat ini jauh dari kata sempurna untuk sebuah aplikasi,"['kasih', 'bintang', 'bentuk', 'harga', 'usaha', 'pln', 'tingkat', 'layan', 'tolong', 'aplikasi', 'sempurna', 'sempurna', 'aplikasi']"
5,2022-06-12 15:50:12,saya menggunakan mbps stabil wifinya dan kalau ada issue ont modem nya  sy email ke cs dan technisi  hari kemudian lsg dtg kerumah sy mungkin karena sudah byk customer nyaok makasih ya iconnet semoga makin bagus servis dan fo nya,"['mbps', 'stabil', 'wifinya', 'issue', 'ont', 'modem', 'nya', 'sy', 'email', 'cs', 'technisi', 'lsg', 'dtg', 'rumah', 'sy', 'byk', 'customer', 'nyaok', 'makasih', 'ya', 'iconnet', 'moga', 'bagus', 'servis', 'fo', 'nya']"
5,2022-06-12 15:31:14,aplikasi sangat membantu membeli pulsa listrik dan membayar tagihan listrik sangat mudah dan cepat,"['aplikasi', 'bantu', 'beli', 'pulsa', 'listrik', 'bayar', 'tagih', 'listrik', 'mudah', 'cepat']"
5,2022-06-12 13:45:00,terimakasih pln mobile semoga dg ada nya aplikasi ini bisa membantu kami masyarakatdan untuk pengaduan nya mohon untuk disediakan obrolan chatting biar bisa komunikasi di aplikasi pln mobile soal ny lewat email terlalu lambat respon dan kedepannya mohon untuk pihak yg kita beri pengaduan diberikan teguran atau peringatan terimakasih makin maju untuk pln,"['terimakasih', 'pln', 'mobile', 'moga', 'dg', 'nya', 'aplikasi', 'bantu', 'masyarakatdan', 'adu', 'nya', 'mohon', 'sedia', 'obrol', 'chatting', 'biar', 'komunikasi', 'aplikasi', 'pln', 'mobile', 'ny', 'email', 'lambat', 'respon', 'depan', 'mohon', 'yg', 'adu', 'tegur', 'ingat', 'terimakasih', 'maju', 'pln']"
1,2022-06-12 10:34:38,sudah dengan segala cara untuk daftar di aplikasi ini tapi selalu gagal tidak dapat tersambung ke server mohon untuk diperbaiki,"['daftar', 'aplikasi', 'gagal', 'sambung', 'server', 'mohon', 'baik']"
1,2022-06-12 10:28:55,saya mau naikan daya listrik mau melakukan pembayaran tapi ga lengkap virtual account cuman ada bca harusnya dilengkapi dlu bank yg lain nya,"['naik', 'daya', 'listrik', 'bayar', 'ga', 'lengkap', 'virtual', 'account', 'cuman', 'bca', 'lengkap', 'dlu', 'bank', 'yg', 'nya']"
5,2022-06-12 09:53:42,komplain soal no token yg tidak bisa diinput langsung ditanggapi dengan pelayanan yg cepat akhirnya bisa segera tertangani terimakasih,"['komplain', 'no', 'token', 'yg', 'diinput', 'langsung', 'tanggap', 'layan', 'yg', 'cepat', 'tangan', 'terimakasih']"
5,2022-06-12 08:01:13,pelayanan lebih cepat  lebih baik tidak perlu mengeluarkan biaya banyak dibandingkan saat msh call center trims,"['layan', 'cepat', 'keluar', 'biaya', 'banding', 'msh', 'call', 'center', 'trims']"
5,2022-06-11 19:41:03,saya pengguna android ram gbaplikasi ini terasa ringan bangetdan pelayanannya pun oksangat bermanfaatsemoga kedepan bisa top up saldo jadi biar lebih simpel,"['guna', 'android', 'ram', 'gbaplikasi', 'ringan', 'bangetdan', 'layan', 'oksangat', 'bermanfaatsemoga', 'depan', 'top', 'up', 'saldo', 'biar', 'simpel']"
1,2022-06-11 17:36:21,hati yg mau pasang iconnet sebagian besar sudah bayar belum ada juga pemasangan janji nya  hari kerja tapi nihil wa dan segala macam cuma disuruh nunggu ampe budek nelpon lewat cs ngabisin pulsa disuruh nunggu juga mungkin sebagian ada yg cepat tapi sebagian besar sama keluhannya yg mau pasang iconnet sekali lagi siap sabar entah sampai kapan dipikirkan matang sebelum pasang untuk aplikasi pln mobile tidak masalah yg masalah pelayanan iconnet,"['hati', 'yg', 'pasang', 'iconnet', 'bayar', 'pasang', 'janji', 'nya', 'kerja', 'nihil', 'wa', 'suruh', 'nunggu', 'ampe', 'budek', 'nelpon', 'cs', 'ngabisin', 'pulsa', 'suruh', 'nunggu', 'yg', 'cepat', 'keluh', 'yg', 'pasang', 'iconnet', 'sabar', 'pikir', 'matang', 'pasang', 'aplikasi', 'pln', 'mobile', 'yg', 'layan', 'iconnet']"
5,2022-06-11 16:27:22,pelayanan pln melalui aplikasi tidak secepat layanan melalui telpon tetapi masih lumayan penanganan tidak terlalu cepat namun juga tidak terlalu lama dibutuhkan sekitar  jam hingga ditangani semoga aplikasi dapat diperbaiki agar selanjutnya mendapatkan pemberitahuan lebih jelas terkait pembatalan terimakasih,"['layan', 'pln', 'aplikasi', 'cepat', 'layan', 'telpon', 'lumayan', 'tangan', 'cepat', 'butuh', 'jam', 'tangan', 'moga', 'aplikasi', 'baik', 'pemberitahuan', 'kait', 'batal', 'terimakasih']"
1,2022-06-11 14:41:29,sangat tidak berguna pengajuan keluhan semua slow respon  menit baru balas saat ngajuin keluhan atau kendala ya kita ada kerjaan juga kalo chat di tinggal  menit ulang baru dibales cepet respon nya lamaa gak bermutu,"['guna', 'aju', 'keluh', 'slow', 'respon', 'menit', 'balas', 'ngajuin', 'keluh', 'kendala', 'ya', 'kerja', 'kalo', 'chat', 'tinggal', 'menit', 'ulang', 'dibales', 'cepet', 'respon', 'nya', 'lamaa', 'gak', 'mutu']"
1,2022-06-11 12:08:52,sudah kali isi token pembayaran berhasil tapi di aplikasinya gak masuk rugi saya nomor token gak keluar,"['kali', 'isi', 'token', 'bayar', 'hasil', 'aplikasi', 'gak', 'masuk', 'rugi', 'nomor', 'token', 'gak']"
5,2022-06-11 10:56:28,servernya mohon di perbaiki untuk laporan gangguan lama tapi tetap pln terbaik integritas handal terbaik,"['servernya', 'mohon', 'baik', 'lapor', 'ganggu', 'pln', 'baik', 'integritas', 'handal', 'baik']"
5,2022-06-11 10:24:59,pelayanan bagus responsif penyelesaian juga cepat sangat bagus apknya semoga di tingkatan lg fitur yg ada,"['layan', 'bagus', 'responsif', 'selesai', 'cepat', 'bagus', 'apknya', 'moga', 'tingkat', 'lg', 'fitur', 'yg']"
1,2022-06-11 07:31:32,ini aplikasi kurang sip bahkan kalah jauh dg yg swasta chat lama tdk dibalas di wa enaknya pasang iconnet atau yg lain sj ya mgkn temen bs memberi saran ke saya,"['aplikasi', 'sip', 'kalah', 'dg', 'yg', 'swasta', 'chat', 'tdk', 'balas', 'wa', 'enak', 'pasang', 'iconnet', 'yg', 'sj', 'ya', 'mgkn', 'temen', 'bs', 'saran']"
5,2022-06-11 05:52:49,semoga ada nomer what appwabuat pengaduan umum melalui foto dan nama jalan misalnya kabel kena pohonkabel ke sangkut kendaraan misalnya kontainerkabel utama melintang yg membahayakandan info pemasangan jagaktiang listrik utama bagi konsumen yang membutuhkan,"['moga', 'nomer', 'what', 'appwabuat', 'adu', 'foto', 'nama', 'jalan', 'kabel', 'kena', 'pohonkabel', 'sangkut', 'kendara', 'kontainerkabel', 'utama', 'lintang', 'yg', 'membahayakandan', 'info', 'pasang', 'jagaktiang', 'listrik', 'utama', 'konsumen', 'butuh']"
1,2022-06-10 22:07:41,untuk sementara cukup bintang satu tiap di buka pengaduan aplikasi mala keluar sendiri sdh bosan nyoba ttp nihil hasil ny gak ada solusi di aplikasi ini,"['bintang', 'buka', 'adu', 'aplikasi', 'mala', 'sdh', 'bosan', 'nyoba', 'ttp', 'nihil', 'hasil', 'ny', 'gak', 'solusi', 'aplikasi']"
5,2022-06-10 20:02:17,alhamdulillah pln menghadirkan aplikasi yang super mudah kelistrikan di rumah jadi tidak khawatir kalau ada gangguan beli pulsa listrik dll langsung di genggaman mantap pln,"['alhamdulillah', 'pln', 'hadir', 'aplikasi', 'super', 'mudah', 'listrik', 'rumah', 'khawatir', 'ganggu', 'beli', 'pulsa', 'listrik', 'dll', 'langsung', 'genggam', 'mantap', 'pln']"
3,2022-06-10 18:59:42,setelah  kali update malah jadi ribet mau melakukan pengaduan pemadaman kok gak bisadikasi pilihan pakai no pelanggan atau titik lokasi tapi gak bisa gak seperti pertama kali pakai sebelum update,"['kali', 'update', 'ribet', 'adu', 'madam', 'gak', 'bisadikasi', 'pilih', 'pakai', 'no', 'langgan', 'titik', 'lokasi', 'gak', 'gak', 'kali', 'pakai', 'update']"
1,2022-06-10 16:35:20,id pel saya salah jd mau ubah id pel yg benar tp tidak bisa mau gunakan fitur live chat koq tdk bisa ketik papan tombol nyaapp nya msh banyak kekurangan harusnya app bumn lebih bagus dari app lain,"['id', 'pel', 'salah', 'jd', 'ubah', 'id', 'pel', 'yg', 'tp', 'fitur', 'live', 'chat', 'koq', 'tdk', 'ketik', 'papan', 'tombol', 'nyaapp', 'nya', 'msh', 'kurang', 'app', 'bumn', 'bagus', 'app']"
5,2022-06-10 16:05:59,aplikasi yg bisa buat kita lebih menjadi smart ttg pln karena semua nya ada di satu aplikasi ini  pln luarrrr biasaaa,"['aplikasi', 'yg', 'smart', 'ttg', 'pln', 'nya', 'aplikasi', 'pln', 'luarrrr', 'biasaaa']"
5,2022-06-10 15:16:27,aplikasi sangat membantu mempermudah dalam pelaporan gangguan tanpa harus datang ke kantor dan bisa melakukan pencatatan stan meter mandiri,"['aplikasi', 'bantu', 'mudah', 'lapor', 'ganggu', 'kantor', 'catat', 'stan', 'meter', 'mandiri']"
1,2022-06-10 15:05:51,customer service referensi semua hal bisa via pln mobile saja sementara system nya ga mampu ngimbangi untuk nyambung ke server nya aja masih malu malu ayok pln bisa yuk,"['customer', 'service', 'referensi', 'via', 'pln', 'mobile', 'system', 'nya', 'ga', 'ngimbangi', 'nyambung', 'server', 'nya', 'aja', 'malu', 'malu', 'ayok', 'pln', 'yuk']"
5,2022-06-10 13:30:46,aplikasi yang sangat memanjakan pelanggan karena fitur yang komplit semua kebutuhan pelanggan terkait informasi pln sdh difasilitasi suka beli token dari sini karena tanpa biaya layanan bank ani semoga makin banyak dan sering promo,"['aplikasi', 'manja', 'langgan', 'fitur', 'komplit', 'butuh', 'langgan', 'kait', 'informasi', 'pln', 'sdh', 'fasilitas', 'suka', 'beli', 'token', 'biaya', 'layan', 'bank', 'ani', 'moga', 'promo']"
5,2022-06-10 12:40:21,semua semakin mudah tanpa ribet dan repot bisa di akses dimana saja isi pulsa listrik dan bayar tagihan listrik non admin aplikasi rekomendasi tks,"['mudah', 'ribet', 'repot', 'akses', 'mana', 'isi', 'pulsa', 'listrik', 'bayar', 'tagih', 'listrik', 'non', 'admin', 'aplikasi', 'rekomendasi', 'tks']"
1,2022-06-10 10:54:49,mau langganan iconnet via apk ini udh lunas dari desember komplen berkali gak ada realisasiudh refund kirim email malah keluar tagihan di apk ini pasang juga belom jelek bgt dah jdi uang saya kmna nih ga ada penyelesaian smpe skrng kesel iya,"['langgan', 'iconnet', 'via', 'apk', 'udh', 'lunas', 'desember', 'komplen', 'kali', 'gak', 'realisasiudh', 'refund', 'kirim', 'email', 'tagih', 'apk', 'pasang', 'bom', 'jelek', 'bgt', 'dah', 'jdi', 'uang', 'kmna', 'nih', 'ga', 'selesai', 'smpe', 'skrng', 'kesel', 'iya']"
5,2022-06-10 10:18:15,mantap dengan adanya aplikasi pln mobile  untuk sistem pengaduan ke pln nya jadi sangat lah mudah,"['mantap', 'aplikasi', 'pln', 'mobile', 'sistem', 'adu', 'pln', 'nya', 'mudah']"
1,2022-06-10 09:40:41,ini apk bukannya membantu malah bikin repot dan ribet saya withdrawal saldo di pln mobile ke rekening bank tetapi tidak masuk ke rekening bank padahal saldo di pln mobile telah berkurang layanan bantuan pada live chat dengan cs tidak berfungsi dengan baik tidak dapat mengetik pesan mohon diperbaiki dan tingkatkan pelayanan,"['apk', 'bantu', 'bikin', 'repot', 'ribet', 'withdrawal', 'saldo', 'pln', 'mobile', 'rekening', 'bank', 'masuk', 'rekening', 'bank', 'saldo', 'pln', 'mobile', 'kurang', 'layan', 'bantu', 'live', 'chat', 'cs', 'fungsi', 'etik', 'pesan', 'mohon', 'baik', 'tingkat', 'layan']"
5,2022-06-10 09:38:14,terima kasih pln mobile memudahkan aku klo lagi mati listrik gk perlu lagi kekantornya tinggal laporan aja lewat pln mobile menurut saya semua udah oke cuma yg dibagian pembayaran smoga bisa lebih baik lagi,"['terima', 'kasih', 'pln', 'mobile', 'mudah', 'klo', 'mati', 'listrik', 'gk', 'kantor', 'tinggal', 'lapor', 'aja', 'pln', 'mobile', 'udah', 'oke', 'yg', 'bagi', 'bayar', 'smoga']"
3,2022-06-10 09:04:54,bolak balik update trossemoga bisa ada pilihan update atau tetap pake versi yg lama soalnya tdk smua hp pelanggan memorinya bagus kdng nyukupin buat update aplikasi tp trimakasih pln sudah mau follow up permasalahan saya  ditunggu tindak lanjutnya,"['bolak', 'update', 'trossemoga', 'pilih', 'update', 'pake', 'versi', 'yg', 'tdk', 'smua', 'hp', 'langgan', 'memori', 'bagus', 'kdng', 'nyukupin', 'update', 'aplikasi', 'tp', 'trimakasih', 'pln', 'follow', 'up', 'masalah', 'tunggu', 'tindak']"
5,2022-06-10 08:44:52,applikasi ini cukup membantu tolong di tingkatkan lagi supaya ada menu status permohonan agar kita sebagai konsumen bisa ngecek status permohonan pbpd sudah cetak spk atau belom terimakasih,"['applikasi', 'bantu', 'tolong', 'tingkat', 'menu', 'status', 'mohon', 'konsumen', 'ngecek', 'status', 'mohon', 'pbpd', 'cetak', 'spk', 'bom', 'terimakasih']"
1,2022-06-10 08:01:19,semua layanan super lelet nanya ke cs semua jawaban tidak ada yang memuuuuuuuuuuuaskan nyeseeeeel pasang iconet semua jawaban tidak ada yg memuaskan,"['layan', 'super', 'lelet', 'nanya', 'cs', 'memuuuuuuuuuuuaskan', 'nyeseeeeel', 'pasang', 'iconet', 'yg', 'muas']"
4,2022-06-10 06:37:49,kenapa nama alias di idpel tibatiba berubah menjadi  udah diganti tapi gak bisa disave  kenapa tibatiba ada nama lain di halaman idpel,"['nama', 'alias', 'idpel', 'tibatiba', 'ubah', 'udah', 'ganti', 'gak', 'disave', 'tibatiba', 'nama', 'halaman', 'idpel']"
5,2022-06-10 06:05:08,semua makin mudah dengan aplikasi pln mobile  aplikasi sangat bagus semakin banyak fitur u membudahkan kita kalau ada gangguan atau kebutuhan lainnya dengan pln semakin mudah dan praktis dengan pln mobile,"['mudah', 'aplikasi', 'pln', 'mobile', 'aplikasi', 'bagus', 'fitur', 'u', 'membudahkan', 'ganggu', 'butuh', 'pln', 'mudah', 'praktis', 'pln', 'mobile']"
4,2022-06-10 05:30:10,aplikasinya cukup membantu disaat ada mati lampu bisa keluh kesah lewat aplikasi inidan ada notifikasi klo lagi ada perbaikan jaringan di daerah kitamudah²an pelayanannya bisa lebih bagus lagi terimakasih pln,"['aplikasi', 'bantu', 'saat', 'mati', 'lampu', 'keluh', 'kesah', 'aplikasi', 'inidan', 'notifikasi', 'klo', 'baik', 'jaring', 'daerah', 'kitamudah an', 'layan', 'bagus', 'terimakasih', 'pln']"
5,2022-06-09 23:25:23,alhamdulilah berkat ada aplikasi pln mobile listrik di rumah cepat nyala karna respon nya sangat cepat  tanggap   bagi kalian yg belum download segera download y di jamin tidak mengecewakan  terimakasih untuk petugas yg sangat ramah bngt meskipun mlm ada panggilan darurat dari pelanggan tetap sopan dan ramah banget,"['alhamdulilah', 'berkat', 'aplikasi', 'pln', 'mobile', 'listrik', 'rumah', 'cepat', 'nyala', 'karna', 'respon', 'nya', 'cepat', 'tanggap', 'yg', 'download', 'download', 'y', 'jamin', 'kecewa', 'terimakasih', 'tugas', 'yg', 'ramah', 'bngt', 'mlm', 'panggil', 'darurat', 'langgan', 'sopan', 'ramah', 'banget']"
1,2022-06-09 22:20:48,layanan live chatnya sangat tidak membantu antriannya lama dan hanya diberi waktu untuk merespon selama  menit lebih dari itu ulang dari awal,"['layan', 'live', 'chatnya', 'bantu', 'antri', 'merespon', 'menit', 'ulang']"
5,2022-06-09 20:23:11,aplikasi sangat membantu karna menginfokan pemadaman tagihan pasang baru migrasa maupun tambah daya dan gangguan tanpa harus datang ke kantor pln cara menggunakan aplikasinya pun sangat mudah,"['aplikasi', 'bantu', 'karna', 'info', 'madam', 'tagih', 'pasang', 'migrasa', 'daya', 'ganggu', 'kantor', 'pln', 'aplikasi', 'mudah']"
5,2022-06-09 20:14:08,terimakasih pln mobiledengan adanya aplikasi inisaya merasa sangat mudah untuk melakukan pengaduan gangguan kelistrikanpetugasnya juga ramah,"['terimakasih', 'pln', 'mobiledengan', 'aplikasi', 'inisaya', 'mudah', 'adu', 'ganggu', 'kelistrikanpetugasnya', 'ramah']"
5,2022-06-09 19:39:44,mantap sangat membantu dan mempermudah dalam mengakses layanan plntapi harus di tunjang dengan sinyal yang bagus,"['mantap', 'bantu', 'mudah', 'akses', 'layan', 'plntapi', 'tunjang', 'sinyal', 'bagus']"
5,2022-06-09 19:34:50,dengan aplikasi pln mobile ini kita bisa tau informasi tagihan tambah daya bisa pengaduan juga dan yang lainnya jadi terasa lebih mudah dengan aplikasi pln mobile,"['aplikasi', 'pln', 'mobile', 'tau', 'informasi', 'tagih', 'daya', 'adu', 'mudah', 'aplikasi', 'pln', 'mobile']"
5,2022-06-09 19:26:19,pelayanan sangat bagus responsif gak nunggu lama sudah sampai petugas sangat ramah sangat membantu,"['layan', 'bagus', 'responsif', 'gak', 'nunggu', 'tugas', 'ramah', 'bantu']"
